temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	874.000000	716.000000	959.000000	114500	115405	Mon Oct 19 11:35:04 2020
75.000000	801.000000	716.000000	928.000000	114500	115732	Mon Oct 19 11:37:18 2020
56.250000	775.000000	720.000000	923.000000	114500	116091	Mon Oct 19 11:39:26 2020
42.187500	833.000000	723.000000	919.000000	114500	116692	Mon Oct 19 11:41:30 2020
31.640625	812.000000	690.000000	939.000000	114500	117496	Mon Oct 19 11:43:33 2020
23.730469	800.000000	713.000000	898.000000	114500	118296	Mon Oct 19 11:45:57 2020
17.797852	817.000000	682.000000	882.000000	114500	119805	Mon Oct 19 11:48:16 2020
13.348389	763.000000	684.000000	876.000000	114500	121401	Mon Oct 19 11:50:22 2020
10.011292	731.000000	635.000000	846.000000	114500	123899	Mon Oct 19 11:52:32 2020
7.508469	692.000000	628.000000	824.000000	114500	127283	Mon Oct 19 11:55:06 2020
5.631351	712.000000	605.000000	815.000000	114500	131963	Mon Oct 19 11:57:17 2020
4.223514	714.000000	565.000000	767.000000	114500	137809	Mon Oct 19 11:59:44 2020
3.167635	581.000000	522.000000	719.000000	114500	146635	Mon Oct 19 12:01:59 2020
2.375726	550.000000	477.000000	621.000000	114500	158934	Mon Oct 19 12:04:43 2020
1.781795	464.000000	412.000000	569.000000	114500	177268	Mon Oct 19 12:07:03 2020
1.336346	420.000000	348.000000	503.000000	114500	202240	Mon Oct 19 12:09:35 2020
1.002260	293.000000	282.000000	423.000000	114500	237874	Mon Oct 19 12:12:15 2020
0.751695	259.000000	213.000000	308.000000	114500	290541	Mon Oct 19 12:15:32 2020
0.563771	198.000000	153.000000	262.000000	114500	363805	Mon Oct 19 12:21:11 2020
0.422828	122.000000	100.000000	198.000000	112362	458000	Mon Oct 19 12:25:31 2020
0.317121	70.000000	56.000000	122.000000	88425	458000	Mon Oct 19 12:29:27 2020
0.237841	33.000000	22.000000	70.000000	72359	458000	Mon Oct 19 12:33:26 2020
0.178381	11.000000	10.000000	33.000000	64159	458000	Mon Oct 19 12:37:00 2020
0.133786	9.000000	6.000000	13.000000	60699	458000	Mon Oct 19 12:40:16 2020
0.100339	4.000000	4.000000	9.000000	58352	458000	Mon Oct 19 12:44:00 2020
0.075254	3.000000	3.000000	4.000000	58457	458000	Mon Oct 19 12:47:35 2020
0.056441	2.000000	2.000000	3.000000	59253	458000	Mon Oct 19 12:52:51 2020
0.042331	1.000000	1.000000	2.000000	58134	458000	Mon Oct 19 12:56:29 2020
0.031748	1.000000	1.000000	1.000000	58502	458000	Mon Oct 19 13:00:25 2020
