temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	2707.000000	2621.000000	2966.000000	479250	482403	Sun Feb 14 11:22:22 2021
75.000000	2781.000000	2599.000000	3010.000000	479250	483457	Sun Feb 14 11:54:07 2021
56.250000	2755.000000	2589.000000	2966.000000	479250	485009	Sun Feb 14 12:25:56 2021
42.187500	2699.000000	2587.000000	2942.000000	479250	486854	Sun Feb 14 12:57:49 2021
31.640625	2777.000000	2554.000000	2915.000000	479250	489621	Sun Feb 14 13:29:38 2021
23.730469	2840.000000	2516.000000	2890.000000	479250	493082	Sun Feb 14 14:01:31 2021
17.797852	2598.000000	2507.000000	2868.000000	479250	497635	Sun Feb 14 14:33:30 2021
13.348389	2598.000000	2455.000000	2790.000000	479250	504102	Sun Feb 14 15:05:38 2021
10.011292	2670.000000	2387.000000	2732.000000	479250	512530	Sun Feb 14 15:37:49 2021
7.508469	2413.000000	2270.000000	2667.000000	479250	524199	Sun Feb 14 16:10:10 2021
5.631351	2382.000000	2245.000000	2521.000000	479250	539872	Sun Feb 14 16:42:41 2021
4.223514	2261.000000	2080.000000	2393.000000	479250	562237	Sun Feb 14 17:15:29 2021
3.167635	2137.000000	1960.000000	2267.000000	479250	591422	Sun Feb 14 17:48:46 2021
2.375726	1896.000000	1753.000000	2158.000000	479250	633411	Sun Feb 14 18:22:50 2021
1.781795	1771.000000	1559.000000	1908.000000	479250	692899	Sun Feb 14 18:57:49 2021
1.336346	1416.000000	1340.000000	1784.000000	479250	773403	Sun Feb 14 19:34:00 2021
1.002260	1144.000000	1072.000000	1415.000000	479250	888302	Sun Feb 14 20:11:47 2021
0.751695	925.000000	826.000000	1143.000000	479250	1043963	Sun Feb 14 20:52:26 2021
0.563771	667.000000	603.000000	925.000000	479250	1258349	Sun Feb 14 21:37:57 2021
0.422828	435.000000	379.000000	668.000000	479250	1531610	Sun Feb 14 22:31:42 2021
0.317121	249.000000	207.000000	437.000000	479250	1856823	Sun Feb 14 23:36:29 2021
0.237841	130.000000	99.000000	249.000000	422336	1917000	Mon Feb 15 00:43:13 2021
0.178381	51.000000	30.000000	130.000000	381461	1917000	Mon Feb 15 01:49:56 2021
0.133786	16.000000	9.000000	51.000000	365465	1917000	Mon Feb 15 02:56:35 2021
0.100339	3.000000	3.000000	16.000000	361869	1917000	Mon Feb 15 04:03:18 2021
0.075254	2.000000	2.000000	3.000000	360299	1917000	Mon Feb 15 05:09:58 2021
0.056441	1.000000	1.000000	2.000000	360222	1917000	Mon Feb 15 06:16:38 2021
0.042331	1.000000	1.000000	1.000000	360758	1917000	Mon Feb 15 07:23:19 2021
