temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	2139.000000	1944.000000	2243.000000	291250	293503	Thu Oct 15 11:54:35 2020
75.000000	2097.000000	1934.000000	2250.000000	291250	294250	Thu Oct 15 12:06:54 2020
56.250000	2037.000000	1931.000000	2223.000000	291250	295283	Thu Oct 15 12:19:25 2020
42.187500	1962.000000	1876.000000	2230.000000	291250	296685	Thu Oct 15 12:31:44 2020
31.640625	1997.000000	1897.000000	2194.000000	291250	298367	Thu Oct 15 12:43:46 2020
23.730469	2070.000000	1813.000000	2182.000000	291250	300737	Thu Oct 15 12:55:45 2020
17.797852	1914.000000	1842.000000	2178.000000	291250	304344	Thu Oct 15 13:08:40 2020
13.348389	1958.000000	1787.000000	2101.000000	291250	308432	Thu Oct 15 13:21:24 2020
10.011292	1858.000000	1760.000000	2063.000000	291250	314539	Thu Oct 15 13:33:50 2020
7.508469	1828.000000	1699.000000	1989.000000	291250	322344	Thu Oct 15 13:46:26 2020
5.631351	1829.000000	1639.000000	1942.000000	291250	333654	Thu Oct 15 13:58:52 2020
4.223514	1710.000000	1522.000000	1856.000000	291250	349382	Thu Oct 15 14:11:17 2020
3.167635	1609.000000	1429.000000	1718.000000	291250	369855	Thu Oct 15 14:23:56 2020
2.375726	1369.000000	1297.000000	1638.000000	291250	399899	Thu Oct 15 14:37:06 2020
1.781795	1281.000000	1135.000000	1394.000000	291250	442642	Thu Oct 15 14:51:12 2020
1.336346	1074.000000	970.000000	1280.000000	291250	502051	Thu Oct 15 15:05:14 2020
1.002260	887.000000	804.000000	1082.000000	291250	586750	Thu Oct 15 15:20:22 2020
0.751695	673.000000	615.000000	890.000000	291250	705811	Thu Oct 15 15:36:16 2020
0.563771	555.000000	475.000000	674.000000	291250	876222	Thu Oct 15 15:54:40 2020
0.422828	371.000000	313.000000	555.000000	291250	1107012	Thu Oct 15 16:14:56 2020
0.317121	232.000000	207.000000	371.000000	242333	1165000	Thu Oct 15 16:35:17 2020
0.237841	118.000000	106.000000	232.000000	196426	1165000	Thu Oct 15 16:54:42 2020
0.178381	52.000000	46.000000	118.000000	168124	1165000	Thu Oct 15 17:12:43 2020
0.133786	29.000000	24.000000	52.000000	155546	1165000	Thu Oct 15 17:31:51 2020
0.100339	11.000000	11.000000	29.000000	149480	1165000	Thu Oct 15 17:50:14 2020
0.075254	5.000000	5.000000	11.000000	146573	1165000	Thu Oct 15 18:09:28 2020
0.056441	5.000000	5.000000	5.000000	146277	1165000	Thu Oct 15 18:28:32 2020
