5.396099	0.4	12.	247.03	-175.48	4.171342
6.379682	0.4	12.	205.91	-112.53	-140.54565
5.735931	0.4	12.	225.82	-121.419039	-141.
4.663047	0.4	12.	279.66	-88.39	-141.10858
8.092952	0.4	12.	267.26	-138.3	-141.321797
5.02754	0.4	12.	263.02	-150.69	-142.914754
7.740021	0.4	12.	233.	-87.521134	-138.
4.633332	0.4	12.	220.224314	-104.05	-138.
5.169646	0.4	12.	182.252285	-112.86	-138.
5.925732	0.4	12.	187.64	-125.9	-142.675653
5.354279	0.4	12.	264.	-98.51983	-138.
7.544265	0.4	12.	274.39877	-106.98	-138.
4.740015	0.4	12.	253.486303	-132.75	-137.
5.064715	0.4	12.	258.12	-123.371193	-137.
4.864092	0.4	12.	271.571397	-127.21	-136.
7.584475	0.4	12.	260.74	-81.817281	-135.
6.046001	0.4	12.	207.869972	-150.04	-135.
6.277146	0.4	12.	182.74	-133.159809	-134.
4.899575	0.4	12.	177.85	-121.772937	-134.
4.945202	0.4	12.	238.437593	-112.2	-134.
8.023505	0.4	12.	163.49	-147.43	-134.60099
5.508818	0.4	12.	161.744937	-126.88	-133.
8.085846	0.4	12.	246.38	-145.8	-139.770523
4.758508	0.4	12.	195.8	-87.571099	-131.
4.526687	0.4	12.	190.9	-96.22	-133.774764
5.669304	0.4	12.	213.42	-88.147659	-131.
4.804489	0.4	12.	204.93	-110.57	-126.1519
4.828476	0.4	12.	208.52	-119.186065	-130.
5.587537	0.4	12.	228.76	-118.756136	-130.
4.684152	0.4	12.	273.14	-143.755682	-130.
5.365643	0.4	12.	279.837597	-94.26	-129.
4.684028	0.4	12.	271.79044	-87.41	-129.
4.603585	0.4	12.	283.468751	-141.56	-129.
4.603477	0.4	12.	277.094245	-133.73	-129.
4.847395	0.4	12.	200.04	-100.13	-129.550963
4.553959	0.4	12.	230.511532	-105.03	-129.
8.156707	0.4	12.	139.02	-136.34	-126.997343
5.689824	0.4	12.	264.98	-155.556314	-127.
4.656134	0.4	12.	267.739834	-135.69	-127.
4.880902	0.4	12.	247.68	-136.470755	-127.
5.508776	0.4	12.	233.98	-95.624129	-127.
5.592404	0.4	12.	217.310038	-101.44	-127.
5.313766	0.4	12.	267.91	-99.418722	-127.
