-8.84635642295674,-8.84638205503997,-8.87115063305921,-9.72382386217439,-18.7700091428235
-45.8133884828171,-8.87181124382598,-8.87115063305921,-8.86822262179486,-8.86447526897749
-8.94553360031339,-8.89594807896266,-8.87115063305921,-8.8587533827415,-8.85255717410327
-12.8794702128541,-9.64464912992431,-8.87115063305921,-8.84638113196471,-8.84635875007181
-8.86446903690308,-8.86821900489094,-8.87115063305921,-8.87180895194365,-8.87182993343166
-8.8711515098885,-8.87115121764355,-8.87115063305921,-8.87115312292372,-8.8711530864921
-8.87115361822861,-8.87115197519646,-8.87115063305921,-25.5974840727236,-39.8353707048422
-8.87115168032561,-8.87115255594785,-8.87115063305921,-8.87115371525172,-8.87115135811746
-8.8711506044896,-8.87115336847691,-8.87115063305921,-8.87115401236184,-8.87115383607854
-8.89421120739742,-8.87117261142844,-8.87115063305921,-8.87115068069337,-8.87115363965837
-8.87115239773376,-8.87115137665144,-8.87115063305921,-8.87115398583889,-8.87115321750772
-8.87115252925346,-8.8711516622895,-8.87115063305921,-8.87115292293445,-8.87115385697252
-8.87115284723623,-8.87115187726308,-8.87115063305921,-8.87363960025538,-9.92657849359922
-12.2236672690959,-9.55165469685922,-8.87115063305921,-8.8711508452825,-8.87115141935821
-9.92807268987035,-9.06104958613819,-8.87115063305921,-8.87115369705853,-8.87115349406263
-8.88842693809813,-8.87118497486841,-8.87115063305921,-8.87115150603059,-8.871152834582
-15.9651000571552,-10.5517226587604,-8.87115063305921,-8.34149109466809,-8.08034734924196
-36.7681618706312,-18.1682746959558,-8.87115063305921,-4.40271957145355,-2.51062312700784
-7.25728616356527,-7.666316062933,-8.87115063305921,-10.2446755400234,-10.6099805322548
-8.87006443874265,-8.87006517977913,-8.87115063305921,-8.92844784886953,-9.25703786955435
-8.87115128477364,-8.87115328090655,-8.87115063305921,-8.87114480864877,-8.87106914027287
-8.87441701888607,-8.87223942458783,-8.87115063305921,-8.87060677386108,-8.87033429971044
-9.2573346496732,-8.92848231782786,-8.87115063305921,-8.87006412622337,-8.87006289511485
-8.87106893929149,-8.87114646385412,-8.87115063305921,-8.87115399707848,-8.87115395963524
-8.87115379482591,-8.87115232287228,-8.87115063305921,-8.8711508730737,-8.87115365410847
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115194235444,-8.87115294590741,-8.87115063305921,-8.87115341677426,-8.87115228993278
-8.87115310720281,-8.87115394488848,-8.87115063305921,-8.87115366316031,-8.87115396842599
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921,-8.87115063305921
-8.87115109752725,-8.8711528767538,-8.87115063305921,-8.87115310150232,-8.87115255747504
-8.87115109752725,-8.87115335172494,-8.87115063305921,-8.87115395436284,-8.87115329751614
