temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	1098.000000	979.000000	1263.000000	294500	296025	Fri Oct 16 10:02:37 2020
75.000000	1138.000000	1018.000000	1252.000000	294500	296574	Fri Oct 16 10:11:35 2020
56.250000	1115.000000	1029.000000	1233.000000	294500	297298	Fri Oct 16 10:20:26 2020
42.187500	1114.000000	1025.000000	1242.000000	294500	298275	Fri Oct 16 10:29:57 2020
31.640625	1149.000000	1022.000000	1249.000000	294500	299617	Fri Oct 16 10:38:53 2020
23.730469	1116.000000	990.000000	1225.000000	294500	301254	Fri Oct 16 10:47:29 2020
17.797852	1112.000000	987.000000	1210.000000	294500	303332	Fri Oct 16 10:56:11 2020
13.348389	1012.000000	977.000000	1199.000000	294500	306230	Fri Oct 16 11:04:52 2020
10.011292	1085.000000	952.000000	1151.000000	294500	310227	Fri Oct 16 11:13:35 2020
7.508469	1069.000000	904.000000	1124.000000	294500	315858	Fri Oct 16 11:21:49 2020
5.631351	1032.000000	872.000000	1086.000000	294500	323300	Fri Oct 16 11:30:56 2020
4.223514	956.000000	824.000000	1039.000000	294500	333344	Fri Oct 16 11:40:13 2020
3.167635	824.000000	778.000000	966.000000	294500	347213	Fri Oct 16 11:49:02 2020
2.375726	748.000000	688.000000	868.000000	294500	366308	Fri Oct 16 11:57:51 2020
1.781795	673.000000	614.000000	799.000000	294500	391471	Fri Oct 16 12:07:23 2020
1.336346	564.000000	529.000000	688.000000	294500	426303	Fri Oct 16 12:17:19 2020
1.002260	471.000000	421.000000	568.000000	294500	472597	Fri Oct 16 12:27:21 2020
0.751695	345.000000	319.000000	476.000000	294500	535615	Fri Oct 16 12:38:03 2020
0.563771	283.000000	207.000000	349.000000	294500	613229	Fri Oct 16 12:48:42 2020
0.422828	175.000000	130.000000	283.000000	294500	707940	Fri Oct 16 13:01:00 2020
0.317121	85.000000	58.000000	175.000000	294500	804061	Fri Oct 16 13:14:08 2020
0.237841	45.000000	17.000000	86.000000	294500	880127	Fri Oct 16 13:29:55 2020
0.178381	12.000000	4.000000	45.000000	294500	923298	Fri Oct 16 13:46:51 2020
0.133786	1.000000	1.000000	12.000000	294500	932803	Fri Oct 16 14:03:35 2020
0.100339	1.000000	1.000000	3.000000	294500	937897	Fri Oct 16 14:19:23 2020
0.075254	1.000000	1.000000	2.000000	294500	937410	Fri Oct 16 14:36:40 2020
0.056441	1.000000	1.000000	1.000000	294500	935446	Fri Oct 16 14:53:25 2020
