temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	1271.000000	1162.000000	1421.000000	173750	175078	Sun Feb 14 12:24:42 2021
75.000000	1253.000000	1156.000000	1447.000000	173750	175547	Sun Feb 14 12:29:02 2021
56.250000	1314.000000	1177.000000	1407.000000	173750	176162	Sun Feb 14 12:33:15 2021
42.187500	1203.000000	1156.000000	1424.000000	173750	177136	Sun Feb 14 12:37:32 2021
31.640625	1279.000000	1159.000000	1390.000000	173750	178095	Sun Feb 14 12:41:43 2021
23.730469	1204.000000	1129.000000	1388.000000	173750	179706	Sun Feb 14 12:46:03 2021
17.797852	1281.000000	1119.000000	1354.000000	173750	181643	Sun Feb 14 12:50:28 2021
13.348389	1261.000000	1094.000000	1376.000000	173750	184391	Sun Feb 14 12:54:47 2021
10.011292	1179.000000	1052.000000	1314.000000	173750	188162	Sun Feb 14 12:59:20 2021
7.508469	1156.000000	1019.000000	1281.000000	173750	193269	Sun Feb 14 13:03:36 2021
5.631351	1127.000000	998.000000	1186.000000	173750	200362	Sun Feb 14 13:08:05 2021
4.223514	1023.000000	925.000000	1139.000000	173750	209506	Sun Feb 14 13:12:25 2021
3.167635	971.000000	868.000000	1055.000000	173750	223109	Sun Feb 14 13:16:51 2021
2.375726	853.000000	778.000000	979.000000	173750	241628	Sun Feb 14 13:21:09 2021
1.781795	793.000000	695.000000	862.000000	173750	268560	Sun Feb 14 13:26:29 2021
1.336346	638.000000	585.000000	793.000000	173750	305691	Sun Feb 14 13:31:29 2021
1.002260	561.000000	468.000000	638.000000	173750	360274	Sun Feb 14 13:36:55 2021
0.751695	400.000000	372.000000	558.000000	173750	440109	Sun Feb 14 13:43:39 2021
0.563771	310.000000	275.000000	401.000000	173750	551733	Sun Feb 14 13:50:47 2021
0.422828	207.000000	173.000000	310.000000	169649	695000	Sun Feb 14 13:57:14 2021
0.317121	135.000000	103.000000	207.000000	132640	695000	Sun Feb 14 14:03:46 2021
0.237841	72.000000	51.000000	137.000000	105508	695000	Sun Feb 14 14:10:57 2021
0.178381	28.000000	20.000000	72.000000	92778	695000	Sun Feb 14 14:17:02 2021
0.133786	6.000000	5.000000	28.000000	84905	695000	Sun Feb 14 14:24:11 2021
0.100339	3.000000	3.000000	6.000000	83048	695000	Sun Feb 14 14:30:47 2021
0.075254	2.000000	2.000000	3.000000	82331	695000	Sun Feb 14 14:37:12 2021
0.056441	1.000000	1.000000	2.000000	82076	695000	Sun Feb 14 14:43:35 2021
0.042331	1.000000	1.000000	1.000000	81600	695000	Sun Feb 14 14:51:37 2021
