temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	1444.000000	1289.000000	1573.000000	229000	230704	Mon Oct 19 11:38:56 2020
75.000000	1444.000000	1321.000000	1567.000000	229000	231179	Mon Oct 19 11:45:46 2020
56.250000	1482.000000	1311.000000	1567.000000	229000	231985	Mon Oct 19 11:52:38 2020
42.187500	1389.000000	1288.000000	1587.000000	229000	232910	Mon Oct 19 11:59:17 2020
31.640625	1456.000000	1273.000000	1545.000000	229000	234468	Mon Oct 19 12:05:59 2020
23.730469	1357.000000	1255.000000	1550.000000	229000	236166	Mon Oct 19 12:12:23 2020
17.797852	1372.000000	1232.000000	1488.000000	229000	238843	Mon Oct 19 12:18:58 2020
13.348389	1404.000000	1217.000000	1461.000000	229000	242210	Mon Oct 19 12:25:55 2020
10.011292	1350.000000	1174.000000	1463.000000	229000	246644	Mon Oct 19 12:32:57 2020
7.508469	1274.000000	1148.000000	1386.000000	229000	252772	Mon Oct 19 12:39:43 2020
5.631351	1143.000000	1089.000000	1363.000000	229000	261348	Mon Oct 19 12:46:40 2020
4.223514	1130.000000	1021.000000	1253.000000	229000	272881	Mon Oct 19 12:53:41 2020
3.167635	1078.000000	947.000000	1174.000000	229000	288966	Mon Oct 19 13:00:56 2020
2.375726	966.000000	854.000000	1104.000000	229000	311475	Mon Oct 19 13:08:15 2020
1.781795	822.000000	742.000000	970.000000	229000	342526	Mon Oct 19 13:15:36 2020
1.336346	761.000000	613.000000	840.000000	229000	389103	Mon Oct 19 13:23:11 2020
1.002260	564.000000	487.000000	761.000000	229000	449565	Mon Oct 19 13:31:05 2020
0.751695	397.000000	367.000000	571.000000	229000	538851	Mon Oct 19 13:39:26 2020
0.563771	270.000000	249.000000	397.000000	229000	657134	Mon Oct 19 13:48:25 2020
0.422828	203.000000	144.000000	271.000000	229000	806561	Mon Oct 19 13:59:02 2020
0.317121	102.000000	75.000000	203.000000	216536	916000	Mon Oct 19 14:09:45 2020
0.237841	32.000000	29.000000	103.000000	188187	916000	Mon Oct 19 14:20:56 2020
0.178381	10.000000	7.000000	32.000000	172968	916000	Mon Oct 19 14:33:09 2020
0.133786	2.000000	2.000000	10.000000	168765	916000	Mon Oct 19 14:43:56 2020
0.100339	0.000000	0.000000	4.000000	168102	916000	Mon Oct 19 14:54:57 2020
0.075254	0.000000	0.000000	0.000000	165957	916000	Mon Oct 19 15:05:16 2020
