4.562671	0.4	12.	-0.33	-5.80306	-13.08
6.448538	0.4	12.	2.1046	29.03	-130.47
4.669147	0.4	12.	-23.82	26.09	-134.919618
4.75828	0.4	12.	-31.29908	31.64	-130.47
6.321675	0.4	12.	-3.26	52.152031	-130.47
4.873624	0.4	12.	-14.634354	60.02	-130.47
4.887882	0.4	12.	-58.74	17.141537	-130.47
4.706979	0.4	12.	-62.	27.4	-131.726536
6.260589	0.4	12.	-54.214536	36.21	-130.47
4.548116	0.4	12.	-44.019924	53.49	-130.07
4.864646	0.4	12.	-57.448875	57.08	-130.07
4.793311	0.4	12.	-81.58	26.42	-129.882208
6.224647	0.4	12.	-75.38	39.74285	-129.62
5.463607	0.4	12.	-71.409561	23.81	-129.62
5.380504	0.4	12.	-23.17	7.172351	-129.16
4.845097	0.4	12.	-17.95	25.44	-126.232903
6.053516	0.4	12.	15.34	10.44	-129.265022
5.109359	0.4	12.	8.48	19.57	-134.158911
5.111629	0.4	12.	-1.31	-1.586398	-129.11
7.617801	0.4	12.	-1.63	-19.860089	-129.11
4.985112	0.4	12.	-15.66	-15.33	-124.164539
5.081934	0.4	12.	-11.42	-3.639772	-129.11
5.927816	0.4	12.	-36.061714	-23.48	-129.11
5.123202	0.4	12.	-48.95	-19.24	-127.903396
5.014368	0.4	12.	-47.64	-35.88	-128.188477
4.521939	0.4	12.	-69.523091	-37.18	-128.94
5.743773	0.4	12.	-70.81	-26.42	-123.722596
4.504127	0.4	12.	-68.53	-9.667479	-127.97
6.235395	0.4	12.	-55.184852	-1.63	-127.97
7.175244	0.4	12.	-38.51	-1.3	-131.126093
5.148218	0.4	12.	-36.888133	10.76	-127.51
5.388941	0.4	12.	-50.91	11.351584	-127.17
5.436014	0.4	12.	-68.53	11.42	-130.622932
6.811952	0.4	12.	-87.13	7.66949	-126.32
7.003306	0.4	12.	-85.452924	-18.59	-125.87
5.120448	0.4	12.	-91.009137	33.6	-125.18
5.168478	0.4	12.	3.26	41.1	-122.371451
6.75693	0.4	12.	23.883909	22.51	-124.84
4.669494	0.4	12.	-33.373797	-9.79	-122.91
5.000135	0.4	12.	-47.009433	-8.15	-122.91
