temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	3214.000000	2964.000000	3335.000000	457750	461331	Fri Oct 16 10:26:50 2020
75.000000	3161.000000	2969.000000	3409.000000	457750	462542	Fri Oct 16 10:58:56 2020
56.250000	3026.000000	2947.000000	3332.000000	457750	463983	Fri Oct 16 11:31:04 2020
42.187500	3124.000000	2926.000000	3316.000000	457750	466285	Fri Oct 16 12:03:16 2020
31.640625	3062.000000	2923.000000	3304.000000	457750	468868	Fri Oct 16 12:35:25 2020
23.730469	3031.000000	2852.000000	3263.000000	457750	472973	Fri Oct 16 13:07:36 2020
17.797852	2991.000000	2810.000000	3199.000000	457750	478128	Fri Oct 16 13:39:56 2020
13.348389	2971.000000	2748.000000	3172.000000	457750	484913	Fri Oct 16 14:12:16 2020
10.011292	2921.000000	2708.000000	3054.000000	457750	494692	Fri Oct 16 14:44:47 2020
7.508469	2729.000000	2596.000000	2970.000000	457750	507550	Fri Oct 16 15:17:30 2020
5.631351	2759.000000	2471.000000	2852.000000	457750	526049	Fri Oct 16 15:50:27 2020
4.223514	2544.000000	2367.000000	2761.000000	457750	550223	Fri Oct 16 16:23:45 2020
3.167635	2276.000000	2154.000000	2546.000000	457750	584697	Fri Oct 16 16:57:36 2020
2.375726	2019.000000	1953.000000	2301.000000	457750	633088	Fri Oct 16 17:32:16 2020
1.781795	1785.000000	1704.000000	2025.000000	457750	701859	Fri Oct 16 18:08:02 2020
1.336346	1560.000000	1419.000000	1790.000000	457750	800487	Fri Oct 16 18:45:23 2020
1.002260	1283.000000	1134.000000	1558.000000	457750	940182	Fri Oct 16 19:25:14 2020
0.751695	945.000000	855.000000	1281.000000	457750	1143881	Fri Oct 16 20:08:43 2020
0.563771	669.000000	593.000000	954.000000	457750	1420956	Fri Oct 16 20:58:02 2020
0.422828	423.000000	365.000000	669.000000	457750	1784553	Fri Oct 16 21:56:41 2020
0.317121	223.000000	204.000000	423.000000	376532	1831000	Fri Oct 16 22:55:59 2020
0.237841	138.000000	83.000000	223.000000	315521	1831000	Fri Oct 16 23:55:08 2020
0.178381	37.000000	18.000000	139.000000	284706	1831000	Sat Oct 17 00:54:13 2020
0.133786	5.000000	0.000000	37.000000	271428	1831000	Sat Oct 17 01:53:16 2020
0.100339	1.000000	0.000000	5.000000	269222	1831000	Sat Oct 17 02:52:21 2020
0.075254	0.000000	0.000000	1.000000	269417	1831000	Sat Oct 17 03:51:27 2020
0.056441	0.000000	0.000000	0.000000	267799	1831000	Sat Oct 17 04:50:32 2020
