temp     	E         	minE      	maxE      	AcceptN	TrialN	Time
100.000000	3146.000000	2924.000000	3357.000000	447000	450458	Sun Feb 14 11:06:00 2021
75.000000	3116.000000	2970.000000	3373.000000	447000	451760	Sun Feb 14 11:37:34 2021
56.250000	3197.000000	2960.000000	3338.000000	447000	453341	Sun Feb 14 12:09:02 2021
42.187500	3076.000000	2966.000000	3330.000000	447000	455268	Sun Feb 14 12:40:32 2021
31.640625	3021.000000	2912.000000	3289.000000	447000	458235	Sun Feb 14 13:12:05 2021
23.730469	2981.000000	2889.000000	3284.000000	447000	462166	Sun Feb 14 13:43:41 2021
17.797852	2973.000000	2837.000000	3220.000000	447000	467145	Sun Feb 14 14:15:22 2021
13.348389	2972.000000	2802.000000	3168.000000	447000	474033	Sun Feb 14 14:47:08 2021
10.011292	3004.000000	2711.000000	3112.000000	447000	483767	Sun Feb 14 15:19:00 2021
7.508469	2881.000000	2614.000000	3017.000000	447000	496297	Sun Feb 14 15:51:06 2021
5.631351	2654.000000	2492.000000	2881.000000	447000	514055	Sun Feb 14 16:23:23 2021
4.223514	2510.000000	2362.000000	2698.000000	447000	538478	Sun Feb 14 16:56:05 2021
3.167635	2406.000000	2175.000000	2516.000000	447000	572051	Sun Feb 14 17:29:20 2021
2.375726	2164.000000	1993.000000	2419.000000	447000	620062	Sun Feb 14 18:03:30 2021
1.781795	1844.000000	1746.000000	2171.000000	447000	686621	Sun Feb 14 18:38:48 2021
1.336346	1524.000000	1450.000000	1852.000000	447000	783926	Sun Feb 14 19:15:54 2021
1.002260	1315.000000	1205.000000	1523.000000	447000	918116	Sun Feb 14 19:55:25 2021
0.751695	1065.000000	919.000000	1314.000000	447000	1108502	Sun Feb 14 20:38:09 2021
0.563771	748.000000	678.000000	1067.000000	447000	1379377	Sun Feb 14 21:24:07 2021
0.422828	529.000000	442.000000	752.000000	447000	1749084	Sun Feb 14 22:18:47 2021
0.317121	297.000000	272.000000	529.000000	363441	1788000	Sun Feb 14 23:14:05 2021
0.237841	161.000000	139.000000	300.000000	299560	1788000	Mon Feb 15 00:09:17 2021
0.178381	74.000000	56.000000	161.000000	261687	1788000	Mon Feb 15 01:04:24 2021
0.133786	19.000000	19.000000	74.000000	248218	1788000	Mon Feb 15 01:59:29 2021
0.100339	10.000000	10.000000	21.000000	240608	1788000	Mon Feb 15 02:54:34 2021
0.075254	6.000000	6.000000	10.000000	238080	1788000	Mon Feb 15 03:49:42 2021
0.056441	4.000000	4.000000	6.000000	235790	1788000	Mon Feb 15 04:44:46 2021
0.042331	3.000000	3.000000	4.000000	236383	1788000	Mon Feb 15 05:39:51 2021
0.031748	3.000000	3.000000	3.000000	235605	1788000	Mon Feb 15 06:34:58 2021
