4.587541	0.4	12.	27.74	66.21	-4.398435
6.535035	0.4	12.	-55.458014	-43.38	126.32
7.116122	0.4	12.	-25.13	-61.97	132.860449
4.718669	0.4	12.	-15.34	-55.45	123.159078
4.499215	0.4	12.	-29.37	-39.14	127.646028
5.256117	0.4	12.	-18.27	-48.93	130.529953
5.74047	0.4	12.	3.26	-50.370638	126.32
4.9774	0.4	12.	0.854401	-37.51	126.32
4.999148	0.4	12.	7.18	-23.903248	126.32
5.522993	0.4	12.	14.637051	-45.01	126.32
5.797907	0.4	12.	-2.94	-67.014092	126.32
6.298416	0.4	12.	-47.808484	-67.84	126.32
5.552289	0.4	12.	-36.55	-61.97	126.858931
4.87761	0.4	12.	-26.953947	-19.9	121.66
6.099125	0.4	12.	-2.28	-14.03	126.61206
5.996352	0.4	12.	-6.484564	0.65	120.64
6.947396	0.4	12.	-15.34	11.09	125.412776
5.640568	0.4	12.	-38.669927	-12.07	118.02
5.671827	0.4	12.	-33.597167	1.3	117.22
4.544958	0.4	12.	-27.583979	10.44	116.26
4.776653	0.4	12.	-40.46	10.11	120.263158
5.98361	0.4	12.	-29.04	21.637468	116.43
5.119713	0.4	12.	-59.72	-29.74301	115.29
5.736406	0.4	12.	-50.323614	-41.75	115.29
4.77756	0.4	12.	-50.144499	-67.52	115.29
4.911963	0.4	12.	-40.539076	-69.15	115.29
5.631738	0.4	12.	-38.51	-57.360898	115.35
4.620245	0.4	12.	-28.06	-61.65	119.4203
4.830192	0.4	12.	-17.95	-62.3	115.946485
4.486611	0.4	12.	-17.3	-51.37252	114.84
5.442381	0.4	12.	0.501313	-63.93	114.84
5.832806	0.4	12.	11.018187	-48.6	114.84
5.450292	0.4	12.	23.949165	-45.01	114.84
4.6342	0.4	12.	2.28	-43.71	111.177448
5.251532	0.4	12.	3.26	-28.623396	115.58
4.633192	0.4	12.	-7.51	-24.974904	115.58
5.69198	0.4	12.	-8.81	-37.18	117.375915
5.885983	0.4	12.	-6.201296	-50.56	115.58
6.02496	0.4	12.	-71.14	-23.48	120.071061
5.814799	0.4	12.	-78.64	19.069049	111.88
4.993404	0.4	12.	-85.82	-31.96	109.533518
5.32565	0.4	12.	-84.19	-43.32855	110.69
4.576636	0.4	12.	-96.327654	-33.27	110.91
5.14823	0.4	12.	-26.43	-56.228079	110.97
7.236363	0.4	12.	29.7	-18.59	116.175912
4.509806	0.4	12.	-32.84971	-16.31	109.55
4.480848	0.4	12.	-8.16	-8.81	108.821361
6.07961	0.4	12.	-1.31	6.386804	107.96
5.097965	0.4	12.	-13.193563	12.07	107.16
5.397006	0.4	12.	-17.3	-1.041165	106.08
5.825937	0.4	12.	-30.35	-2.676916	106.42
4.816036	0.4	12.	-42.1	-9.128899	105.17
5.203907	0.4	12.	-41.44	1.621165	105.51
4.943595	0.4	12.	-18.93	-38.909166	106.82
4.529888	0.4	12.	-0.65	-78.93	109.985644
5.897317	0.4	12.	4.136608	-88.39	103.86
5.641865	0.4	12.	-7.575241	-90.68	103.58
5.218756	0.4	12.	1.485263	-4.57	105.68
4.529907	0.4	12.	11.42	-3.02688	103.81
5.0373	0.4	12.	9.422185	7.18	103.81
5.992407	0.4	12.	28.39	15.66	107.061796
6.670629	0.4	12.	46.66	0.829788	103.47
5.353961	0.4	12.	41.12	-10.634239	103.47
4.787315	0.4	12.	46.34	-44.36	106.391921
5.169714	0.4	12.	-44.05	19.653023	103.47
5.115408	0.4	12.	-55.117719	18.27	103.47
4.720786	0.4	12.	-49.325103	10.11	102.78
5.339575	0.4	12.	-74.76583	12.72	103.18
5.654597	0.4	12.	-65.92	20.22	106.453669
5.327583	0.4	12.	-77.01	-9.46	107.10662
4.629933	0.4	12.	-72.12	3.26	107.196806
4.577156	0.4	12.	-57.43	0.98	100.511577
5.599234	0.4	12.	-63.31	9.246631	103.18
5.213591	0.4	12.	-12.73	-57.08	103.695955
4.913954	0.4	12.	-4.58526	-50.88	103.18
4.580019	0.4	12.	-20.23	-62.95	106.356037
4.693043	0.4	12.	12.73	-25.931807	103.18
4.507265	0.4	12.	17.622286	-53.49	103.18
4.527573	0.4	12.	27.439342	-50.23	103.18
4.502547	0.4	12.	21.21	-39.378694	102.73
5.347988	0.4	12.	-25.633008	21.53	102.67
4.728476	0.4	12.	-11.42	23.712969	102.67
4.648545	0.4	12.	-10.12	33.92	107.19712
4.920922	0.4	12.	-0.65	26.629116	102.73
5.282962	0.4	12.	-58.41	35.88	106.40505
5.187032	0.4	12.	-65.27	46.32	103.248998
5.035681	0.4	12.	-84.52	-0.33	100.680369
4.746662	0.4	12.	-84.85	-22.232792	101.99
4.869042	0.4	12.	0.65	-41.1	98.411842
4.645509	0.4	12.	2.61	-31.458065	101.99
4.718331	0.4	12.	-73.236817	-40.45	101.99
4.685148	0.4	12.	-62.	-29.128015	101.99
